trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
603,False,"{'a': 0.1, 'e': 0.7588000000000266}",25,0,-32.111217690963194,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
604,False,"{'a': 0.1, 'e': 0.7584000000000266}",25,0,-91.56917810119968,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
605,False,"{'a': 0.1, 'e': 0.7580000000000267}",30,0,-185.71861602269593,"{0: 16, 1: 2, 2: 8, 3: 2, 4: 2}",0
606,False,"{'a': 0.1, 'e': 0.7576000000000267}",25,0,-180.0659925885626,"{0: 13, 1: 2, 2: 5, 3: 3, 4: 2}",0
607,False,"{'a': 0.1, 'e': 0.7572000000000267}",20,0,-71.75720456100228,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
608,False,"{'a': 0.1, 'e': 0.7568000000000268}",30,0,-58.473554405055005,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
609,False,"{'a': 0.1, 'e': 0.7564000000000268}",25,0,-68.53317985774383,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
610,False,"{'a': 0.1, 'e': 0.7560000000000269}",20,0,-127.68468219704644,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
611,False,"{'a': 0.1, 'e': 0.7556000000000269}",25,11,-38.880386900010386,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
612,False,"{'a': 0.1, 'e': 0.755200000000027}",30,0,-136.22638654075195,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 2}",0
613,False,"{'a': 0.1, 'e': 0.754800000000027}",25,0,-73.77141355062729,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
614,False,"{'a': 0.1, 'e': 0.754400000000027}",20,6,-21.72703661936768,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
615,False,"{'a': 0.1, 'e': 0.7540000000000271}",20,0,-92.67401186473627,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
616,False,"{'a': 0.1, 'e': 0.7536000000000271}",25,0,-89.5744772193599,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
617,False,"{'a': 0.1, 'e': 0.7532000000000272}",20,0,-82.58759862963917,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
618,False,"{'a': 0.1, 'e': 0.7528000000000272}",25,0,-189.72971915031675,"{0: 15, 1: 0, 2: 5, 3: 2, 4: 3}",0
619,False,"{'a': 0.1, 'e': 0.7524000000000273}",20,0,-19.363407578209213,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
620,False,"{'a': 0.1, 'e': 0.7520000000000273}",20,0,-54.596098300740934,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
621,False,"{'a': 0.1, 'e': 0.7516000000000274}",25,0,-37.32316349444406,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
622,False,"{'a': 0.1, 'e': 0.7512000000000274}",25,2,-108.52800624696452,"{0: 16, 1: 0, 2: 3, 3: 3, 4: 1}",1
623,False,"{'a': 0.1, 'e': 0.7508000000000274}",25,10,-37.263328156721144,"{0: 9, 1: 2, 2: 4, 3: 0, 4: 0}",1
624,False,"{'a': 0.1, 'e': 0.7504000000000275}",20,0,-123.46756635911284,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
625,False,"{'a': 0.1, 'e': 0.7500000000000275}",30,2,-126.21121850364237,"{0: 18, 1: 2, 2: 4, 3: 3, 4: 1}",1
626,False,"{'a': 0.1, 'e': 0.7496000000000276}",20,12,-40.25264795402828,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 1}",1
627,False,"{'a': 0.1, 'e': 0.7492000000000276}",20,0,-100.22836558878369,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
628,False,"{'a': 0.1, 'e': 0.7488000000000277}",25,0,-162.10238303785835,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
629,False,"{'a': 0.1, 'e': 0.7484000000000277}",20,0,-137.6829040131285,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
630,False,"{'a': 0.1, 'e': 0.7480000000000278}",30,0,-85.84554261439959,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
631,False,"{'a': 0.1, 'e': 0.7476000000000278}",25,0,-42.292927168759135,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
632,False,"{'a': 0.1, 'e': 0.7472000000000278}",25,0,-21.69652313021168,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
633,False,"{'a': 0.1, 'e': 0.7468000000000279}",20,0,-3.708507365335894,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
634,False,"{'a': 0.1, 'e': 0.7464000000000279}",20,0,-91.04581946082574,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
635,False,"{'a': 0.1, 'e': 0.746000000000028}",20,3,-73.42659464224268,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 1}",1
636,False,"{'a': 0.1, 'e': 0.745600000000028}",25,0,4.0075646907580795,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
637,False,"{'a': 0.1, 'e': 0.7452000000000281}",25,16,8.130850982974845,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.1, 'e': 0.7448000000000281}",20,3,-70.70500660712047,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 1}",1
639,False,"{'a': 0.1, 'e': 0.7444000000000282}",25,0,-121.69324800861493,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
640,False,"{'a': 0.1, 'e': 0.7440000000000282}",25,8,-68.87702870571667,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 1}",1
641,False,"{'a': 0.1, 'e': 0.7436000000000282}",25,0,-56.6798061621895,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
642,False,"{'a': 0.1, 'e': 0.7432000000000283}",30,0,-82.48205362295869,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
643,False,"{'a': 0.1, 'e': 0.7428000000000283}",25,0,-51.68496297232783,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
644,False,"{'a': 0.1, 'e': 0.7424000000000284}",25,0,-55.55999761507129,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
645,False,"{'a': 0.1, 'e': 0.7420000000000284}",20,3,-18.083429024904127,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
646,False,"{'a': 0.1, 'e': 0.7416000000000285}",20,0,-26.696782107463,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
647,False,"{'a': 0.1, 'e': 0.7412000000000285}",20,3,-82.34303910291284,"{0: 12, 1: 0, 2: 2, 3: 2, 4: 1}",1
648,False,"{'a': 0.1, 'e': 0.7408000000000285}",20,0,-30.651446394896155,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
649,False,"{'a': 0.1, 'e': 0.7404000000000286}",20,0,-79.0582090580344,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
650,False,"{'a': 0.1, 'e': 0.7400000000000286}",25,10,-2.5499057989918144,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
651,False,"{'a': 0.1, 'e': 0.7396000000000287}",20,15,8.895371285659538,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.1, 'e': 0.7392000000000287}",20,0,-165.55393410020355,"{0: 7, 1: 3, 2: 8, 3: 0, 4: 2}",0
653,False,"{'a': 0.1, 'e': 0.7388000000000288}",20,0,-70.07647345987323,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",0
654,False,"{'a': 0.1, 'e': 0.7384000000000288}",25,0,-232.33808913707793,"{0: 12, 1: 2, 2: 6, 3: 1, 4: 4}",0
655,False,"{'a': 0.1, 'e': 0.7380000000000289}",25,0,-129.8459621605246,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
656,False,"{'a': 0.1, 'e': 0.7376000000000289}",25,0,-133.5342722213332,"{0: 18, 1: 3, 2: 0, 3: 1, 4: 3}",0
657,False,"{'a': 0.1, 'e': 0.7372000000000289}",20,0,-137.737296771366,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
658,False,"{'a': 0.1, 'e': 0.736800000000029}",25,4,-47.9661125947808,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 1}",1
659,False,"{'a': 0.1, 'e': 0.736400000000029}",25,0,-122.83855889341547,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
660,False,"{'a': 0.1, 'e': 0.7360000000000291}",30,4,-119.66687451135172,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 3}",1
661,False,"{'a': 0.1, 'e': 0.7356000000000291}",25,0,-88.72482191023657,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
662,False,"{'a': 0.1, 'e': 0.7352000000000292}",30,21,-7.234781386866087,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
663,False,"{'a': 0.1, 'e': 0.7348000000000292}",20,13,-50.0897081544122,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 1}",1
664,False,"{'a': 0.1, 'e': 0.7344000000000293}",20,0,-152.58249715295648,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
665,False,"{'a': 0.1, 'e': 0.7340000000000293}",25,0,-91.61506796270726,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
666,False,"{'a': 0.1, 'e': 0.7336000000000293}",20,0,-88.4511790416416,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
667,False,"{'a': 0.1, 'e': 0.7332000000000294}",20,4,-70.55219920150135,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 1}",1
668,False,"{'a': 0.1, 'e': 0.7328000000000294}",20,0,-67.53747390880582,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
669,False,"{'a': 0.1, 'e': 0.7324000000000295}",30,8,-53.80243942088411,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 1}",1
670,False,"{'a': 0.1, 'e': 0.7320000000000295}",20,6,-44.510504219473134,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
671,False,"{'a': 0.1, 'e': 0.7316000000000296}",30,0,-175.49240732158887,"{0: 17, 1: 2, 2: 7, 3: 2, 4: 2}",0
672,False,"{'a': 0.1, 'e': 0.7312000000000296}",20,9,15.324973754668406,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.1, 'e': 0.7308000000000296}",20,0,-187.37989874122033,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 4}",0
674,False,"{'a': 0.1, 'e': 0.7304000000000297}",20,0,-54.63323183403765,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
675,False,"{'a': 0.1, 'e': 0.7300000000000297}",25,0,1.1522890421225447,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",1
676,False,"{'a': 0.1, 'e': 0.7296000000000298}",30,10,-65.16643771606742,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",1
677,False,"{'a': 0.1, 'e': 0.7292000000000298}",20,8,-24.59039505928519,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
678,False,"{'a': 0.1, 'e': 0.7288000000000299}",25,0,-57.48175159803919,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
679,False,"{'a': 0.1, 'e': 0.7284000000000299}",20,1,-0.6897864126498248,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
680,False,"{'a': 0.1, 'e': 0.72800000000003}",20,0,-108.82125523985604,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
681,False,"{'a': 0.1, 'e': 0.72760000000003}",20,0,-108.61463211154202,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
682,False,"{'a': 0.1, 'e': 0.72720000000003}",20,2,-25.797929784471968,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
683,False,"{'a': 0.1, 'e': 0.7268000000000301}",20,15,-0.04843047975881554,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
684,False,"{'a': 0.1, 'e': 0.7264000000000301}",25,0,14.340054857281359,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
685,False,"{'a': 0.1, 'e': 0.7260000000000302}",25,0,-31.61885862688438,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
686,False,"{'a': 0.1, 'e': 0.7256000000000302}",35,0,-77.18594669281336,"{0: 25, 1: 4, 2: 5, 3: 0, 4: 1}",0
687,False,"{'a': 0.1, 'e': 0.7252000000000303}",25,10,-29.053235558881042,"{0: 10, 1: 4, 2: 0, 3: 1, 4: 0}",1
688,False,"{'a': 0.1, 'e': 0.7248000000000303}",25,0,-102.36958673585568,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
689,False,"{'a': 0.1, 'e': 0.7244000000000304}",20,0,-48.34295127665648,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
690,False,"{'a': 0.1, 'e': 0.7240000000000304}",25,5,-83.45361845994077,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",1
691,False,"{'a': 0.1, 'e': 0.7236000000000304}",20,0,-98.43245825372725,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
692,False,"{'a': 0.1, 'e': 0.7232000000000305}",20,0,-131.88434099514492,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
693,False,"{'a': 0.1, 'e': 0.7228000000000305}",25,0,-100.43733028439604,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
694,False,"{'a': 0.1, 'e': 0.7224000000000306}",20,0,-136.9675988380331,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
695,False,"{'a': 0.1, 'e': 0.7220000000000306}",20,10,-59.62910126019113,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
696,False,"{'a': 0.1, 'e': 0.7216000000000307}",30,16,10.645474787500554,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
697,False,"{'a': 0.1, 'e': 0.7212000000000307}",20,0,-3.4231804535347092,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
698,False,"{'a': 0.1, 'e': 0.7208000000000307}",20,0,-71.1937506825661,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
699,False,"{'a': 0.1, 'e': 0.7204000000000308}",30,0,-47.63580162910962,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
700,False,"{'a': 0.1, 'e': 0.7200000000000308}",20,2,-11.788085967382095,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
701,False,"{'a': 0.1, 'e': 0.7196000000000309}",20,0,-6.771782581070612,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
702,False,"{'a': 0.1, 'e': 0.7192000000000309}",20,15,4.180138603943329,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.1, 'e': 0.718800000000031}",30,0,-183.2560069189194,"{0: 18, 1: 0, 2: 8, 3: 2, 4: 2}",0
704,False,"{'a': 0.1, 'e': 0.718400000000031}",20,0,-85.25399026412836,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
705,False,"{'a': 0.1, 'e': 0.7180000000000311}",20,0,-114.90839312797421,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
706,False,"{'a': 0.1, 'e': 0.7176000000000311}",20,9,-103.65828437986669,"{0: 5, 1: 2, 2: 2, 3: 0, 4: 2}",1
707,False,"{'a': 0.1, 'e': 0.7172000000000311}",30,5,-28.401064737884436,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",1
708,False,"{'a': 0.1, 'e': 0.7168000000000312}",20,0,-99.16949304748465,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
709,False,"{'a': 0.1, 'e': 0.7164000000000312}",25,5,-130.3515941889731,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",1
710,False,"{'a': 0.1, 'e': 0.7160000000000313}",25,0,-232.49775196144222,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 5}",0
711,False,"{'a': 0.1, 'e': 0.7156000000000313}",35,21,-16.020559096519193,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
712,False,"{'a': 0.1, 'e': 0.7152000000000314}",30,1,-77.53566478923908,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 1}",1
713,False,"{'a': 0.1, 'e': 0.7148000000000314}",30,13,-67.96607420102399,"{0: 12, 1: 2, 2: 0, 3: 2, 4: 1}",1
714,False,"{'a': 0.1, 'e': 0.7144000000000315}",20,0,-133.56088303472984,"{0: 9, 1: 1, 2: 8, 3: 1, 4: 1}",0
715,False,"{'a': 0.1, 'e': 0.7140000000000315}",20,0,-68.97497227634025,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 0}",0
716,False,"{'a': 0.1, 'e': 0.7136000000000315}",25,0,-123.67798489555149,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 3}",0
717,False,"{'a': 0.1, 'e': 0.7132000000000316}",20,0,-42.83662357906136,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
718,False,"{'a': 0.1, 'e': 0.7128000000000316}",20,0,-6.679506172441717,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
719,False,"{'a': 0.1, 'e': 0.7124000000000317}",25,15,6.103988906169798,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
720,False,"{'a': 0.1, 'e': 0.7120000000000317}",20,0,-11.798935979923453,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
721,False,"{'a': 0.1, 'e': 0.7116000000000318}",20,0,-84.43351299013044,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
722,False,"{'a': 0.1, 'e': 0.7112000000000318}",20,0,-5.837610013527581,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
723,False,"{'a': 0.1, 'e': 0.7108000000000319}",20,0,-82.25778428973415,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
724,False,"{'a': 0.1, 'e': 0.7104000000000319}",25,0,-113.9488588457457,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
725,False,"{'a': 0.1, 'e': 0.7100000000000319}",20,0,-56.50295945336155,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
726,False,"{'a': 0.1, 'e': 0.709600000000032}",20,0,-66.24703214536099,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
727,False,"{'a': 0.1, 'e': 0.709200000000032}",25,12,-40.692547997686525,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 1}",1
728,False,"{'a': 0.1, 'e': 0.7088000000000321}",30,0,-55.66530103802352,"{0: 24, 1: 3, 2: 1, 3: 1, 4: 1}",0
729,False,"{'a': 0.1, 'e': 0.7084000000000321}",20,0,-119.27296196850368,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
730,False,"{'a': 0.1, 'e': 0.7080000000000322}",30,0,-60.151300741422155,"{0: 21, 1: 4, 2: 3, 3: 2, 4: 0}",0
731,False,"{'a': 0.1, 'e': 0.7076000000000322}",20,0,-70.9520354964555,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
732,False,"{'a': 0.1, 'e': 0.7072000000000322}",20,6,-21.498677477619335,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
733,False,"{'a': 0.1, 'e': 0.7068000000000323}",20,13,4.564063991201037,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.1, 'e': 0.7064000000000323}",20,0,-51.26905171203086,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
735,False,"{'a': 0.1, 'e': 0.7060000000000324}",30,0,-52.24484344947396,"{0: 23, 1: 2, 2: 3, 3: 2, 4: 0}",0
736,False,"{'a': 0.1, 'e': 0.7056000000000324}",25,0,-109.38278660010222,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
737,False,"{'a': 0.1, 'e': 0.7052000000000325}",25,0,-62.095159950805424,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
738,False,"{'a': 0.1, 'e': 0.7048000000000325}",20,14,9.957730866504136,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.1, 'e': 0.7044000000000326}",35,18,-24.880978135729677,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
740,False,"{'a': 0.1, 'e': 0.7040000000000326}",30,0,-25.531219238449502,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 0}",0
741,False,"{'a': 0.1, 'e': 0.7036000000000326}",25,0,-68.15707215165038,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
742,False,"{'a': 0.1, 'e': 0.7032000000000327}",25,16,-8.03047957647999,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
743,False,"{'a': 0.1, 'e': 0.7028000000000327}",20,0,-100.36218900201936,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
744,False,"{'a': 0.1, 'e': 0.7024000000000328}",20,13,-1.680627495614592,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
745,False,"{'a': 0.1, 'e': 0.7020000000000328}",30,8,-3.030806579292049,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
746,False,"{'a': 0.1, 'e': 0.7016000000000329}",20,0,-192.4354161269722,"{0: 13, 1: 0, 2: 1, 3: 2, 4: 4}",0
747,False,"{'a': 0.1, 'e': 0.7012000000000329}",25,0,-147.0095629966034,"{0: 16, 1: 4, 2: 1, 3: 1, 4: 3}",0
748,False,"{'a': 0.1, 'e': 0.700800000000033}",25,0,-63.04552466321795,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
749,False,"{'a': 0.1, 'e': 0.700400000000033}",25,2,-114.25213010646401,"{0: 13, 1: 4, 2: 3, 3: 2, 4: 1}",1
750,False,"{'a': 0.1, 'e': 0.700000000000033}",25,1,-16.167403443049555,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 0}",1
751,False,"{'a': 0.1, 'e': 0.6996000000000331}",25,0,-18.68442904685706,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
752,False,"{'a': 0.1, 'e': 0.6992000000000331}",20,0,-25.343005905626228,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
753,False,"{'a': 0.1, 'e': 0.6988000000000332}",30,12,-88.6606790192797,"{0: 11, 1: 2, 2: 2, 3: 2, 4: 1}",1
754,False,"{'a': 0.1, 'e': 0.6984000000000332}",25,0,-101.87710817867097,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
755,False,"{'a': 0.1, 'e': 0.6980000000000333}",25,0,-109.31977195173333,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
756,False,"{'a': 0.1, 'e': 0.6976000000000333}",20,0,-89.45434937236539,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
757,False,"{'a': 0.1, 'e': 0.6972000000000333}",25,0,0.9216268783662387,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
758,False,"{'a': 0.1, 'e': 0.6968000000000334}",25,2,-34.93437232443018,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 1}",1
759,False,"{'a': 0.1, 'e': 0.6964000000000334}",30,0,-60.84342314399716,"{0: 21, 1: 2, 2: 6, 3: 1, 4: 0}",0
760,False,"{'a': 0.1, 'e': 0.6960000000000335}",30,0,-236.1101161489556,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 5}",0
761,False,"{'a': 0.1, 'e': 0.6956000000000335}",25,0,-84.73328315614825,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
762,False,"{'a': 0.1, 'e': 0.6952000000000336}",25,0,-72.7310453364124,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
763,False,"{'a': 0.1, 'e': 0.6948000000000336}",30,0,-79.21537780912935,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
764,False,"{'a': 0.1, 'e': 0.6944000000000337}",20,0,-96.02018951115903,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",1
765,False,"{'a': 0.1, 'e': 0.6940000000000337}",25,0,-84.48589470869506,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
766,False,"{'a': 0.1, 'e': 0.6936000000000337}",20,0,-29.179671847838986,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
767,False,"{'a': 0.1, 'e': 0.6932000000000338}",30,0,-71.93849722252777,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
768,False,"{'a': 0.1, 'e': 0.6928000000000338}",25,0,-6.810938921439629,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
769,False,"{'a': 0.1, 'e': 0.6924000000000339}",30,14,7.71164587903662,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
770,False,"{'a': 0.1, 'e': 0.6920000000000339}",25,0,-173.15245392192506,"{0: 15, 1: 0, 2: 7, 3: 0, 4: 3}",0
771,False,"{'a': 0.1, 'e': 0.691600000000034}",20,0,-6.71084956938282,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
772,False,"{'a': 0.1, 'e': 0.691200000000034}",20,0,-51.4677108104899,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
773,False,"{'a': 0.1, 'e': 0.690800000000034}",25,0,-25.177443175270678,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
774,False,"{'a': 0.1, 'e': 0.6904000000000341}",20,0,-102.73145043064949,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
775,False,"{'a': 0.1, 'e': 0.6900000000000341}",20,0,-7.010760451652465,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
776,False,"{'a': 0.1, 'e': 0.6896000000000342}",30,1,-122.05172491857891,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 2}",1
777,False,"{'a': 0.1, 'e': 0.6892000000000342}",35,0,-306.89281380942833,"{0: 16, 1: 4, 2: 9, 3: 1, 4: 5}",0
778,False,"{'a': 0.1, 'e': 0.6888000000000343}",30,0,-85.65058694879788,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
779,False,"{'a': 0.1, 'e': 0.6884000000000343}",20,0,4.18882459369078,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
780,False,"{'a': 0.1, 'e': 0.6880000000000344}",25,0,-89.31555082346377,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
781,False,"{'a': 0.1, 'e': 0.6876000000000344}",20,0,-171.38876195483155,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 3}",0
782,False,"{'a': 0.1, 'e': 0.6872000000000344}",30,0,2.341962679401357,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
783,False,"{'a': 0.1, 'e': 0.6868000000000345}",30,0,-130.35054145914353,"{0: 18, 1: 4, 2: 5, 3: 2, 4: 1}",0
784,False,"{'a': 0.1, 'e': 0.6864000000000345}",20,4,-94.38176256027342,"{0: 6, 1: 2, 2: 7, 3: 1, 4: 0}",1
785,False,"{'a': 0.1, 'e': 0.6860000000000346}",30,21,-23.635348181247668,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 0}",1
786,False,"{'a': 0.1, 'e': 0.6856000000000346}",30,11,-62.53397704753401,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 1}",1
