trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
446,False,"{'a': 0.1, 'e': 0.7770000000000246}",25,8,-35.72764494144917,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 0}",1
447,False,"{'a': 0.1, 'e': 0.7765000000000246}",30,1,-151.74342845764843,"{0: 21, 1: 0, 2: 4, 3: 1, 4: 3}",1
448,False,"{'a': 0.1, 'e': 0.7760000000000247}",25,0,-114.81205369170446,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
449,False,"{'a': 0.1, 'e': 0.7755000000000247}",25,0,-190.51093482172263,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
450,False,"{'a': 0.1, 'e': 0.7750000000000248}",25,0,-99.29502946982099,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
451,False,"{'a': 0.1, 'e': 0.7745000000000248}",30,1,-137.696738208175,"{0: 19, 1: 3, 2: 1, 3: 5, 4: 1}",1
452,False,"{'a': 0.1, 'e': 0.7740000000000249}",25,0,-126.66008099897795,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
453,False,"{'a': 0.1, 'e': 0.773500000000025}",20,0,-102.0354199061305,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
454,False,"{'a': 0.1, 'e': 0.773000000000025}",20,1,-125.84945032379711,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 3}",1
455,False,"{'a': 0.1, 'e': 0.7725000000000251}",20,0,-22.2495321240828,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
456,False,"{'a': 0.1, 'e': 0.7720000000000251}",25,0,-142.40472294277504,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
457,False,"{'a': 0.1, 'e': 0.7715000000000252}",30,9,-33.906487302744395,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 0}",1
458,False,"{'a': 0.1, 'e': 0.7710000000000252}",25,0,-133.70827683193804,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
459,False,"{'a': 0.1, 'e': 0.7705000000000253}",30,0,-138.8595346967004,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
460,False,"{'a': 0.1, 'e': 0.7700000000000253}",25,0,-80.18896285264725,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
461,False,"{'a': 0.1, 'e': 0.7695000000000254}",30,4,-45.305442215849276,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 1}",1
462,False,"{'a': 0.1, 'e': 0.7690000000000254}",20,0,-26.23253676134216,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
463,False,"{'a': 0.1, 'e': 0.7685000000000255}",30,6,-126.34746785182189,"{0: 16, 1: 2, 2: 2, 3: 2, 4: 2}",1
464,False,"{'a': 0.1, 'e': 0.7680000000000256}",30,0,-109.45448468445036,"{0: 19, 1: 2, 2: 8, 3: 0, 4: 1}",0
465,False,"{'a': 0.1, 'e': 0.7675000000000256}",20,0,-95.26482424983382,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 2}",0
466,False,"{'a': 0.1, 'e': 0.7670000000000257}",35,15,-48.234318161242,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",1
467,False,"{'a': 0.1, 'e': 0.7665000000000257}",20,7,-61.81167185017736,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 1}",1
468,False,"{'a': 0.1, 'e': 0.7660000000000258}",25,0,-122.38002647141427,"{0: 16, 1: 0, 2: 6, 3: 2, 4: 1}",0
469,False,"{'a': 0.1, 'e': 0.7655000000000258}",30,0,-189.47964256550387,"{0: 19, 1: 0, 2: 7, 3: 1, 4: 3}",0
470,False,"{'a': 0.1, 'e': 0.7650000000000259}",25,3,-21.305754571402964,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 0}",1
471,False,"{'a': 0.1, 'e': 0.7645000000000259}",20,0,-136.9119501726989,"{0: 10, 1: 0, 2: 7, 3: 2, 4: 1}",0
472,False,"{'a': 0.1, 'e': 0.764000000000026}",25,0,-60.956424970628184,"{0: 17, 1: 6, 2: 1, 3: 0, 4: 1}",0
473,False,"{'a': 0.1, 'e': 0.763500000000026}",20,0,-110.30002034454007,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
474,False,"{'a': 0.1, 'e': 0.7630000000000261}",25,0,-60.434607572409305,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
475,False,"{'a': 0.1, 'e': 0.7625000000000262}",20,3,-27.179153658498066,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 0}",1
476,False,"{'a': 0.1, 'e': 0.7620000000000262}",30,10,-114.99685602129826,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",1
477,False,"{'a': 0.1, 'e': 0.7615000000000263}",25,0,-53.429636153801816,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
478,False,"{'a': 0.1, 'e': 0.7610000000000263}",20,0,-122.13919212437327,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
479,False,"{'a': 0.1, 'e': 0.7605000000000264}",20,16,7.265550593959646,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.1, 'e': 0.7600000000000264}",30,0,-144.2264112232488,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
481,False,"{'a': 0.1, 'e': 0.7595000000000265}",25,1,-6.302936744487941,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 0}",1
482,False,"{'a': 0.1, 'e': 0.7590000000000265}",25,0,-98.8294782687405,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
483,False,"{'a': 0.1, 'e': 0.7585000000000266}",25,0,-69.9961911644072,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
484,False,"{'a': 0.1, 'e': 0.7580000000000267}",20,0,-79.63159445484915,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
485,False,"{'a': 0.1, 'e': 0.7575000000000267}",20,10,1.1170385825102624,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.1, 'e': 0.7570000000000268}",20,9,-7.791704363532908,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
487,False,"{'a': 0.1, 'e': 0.7565000000000268}",20,0,-11.480955211643586,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
488,False,"{'a': 0.1, 'e': 0.7560000000000269}",30,0,-12.849430834425805,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
489,False,"{'a': 0.1, 'e': 0.7555000000000269}",30,9,-118.744561099472,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 2}",1
490,False,"{'a': 0.1, 'e': 0.755000000000027}",20,8,-42.47597637375944,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
491,False,"{'a': 0.1, 'e': 0.754500000000027}",30,0,-19.299160793028115,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 0}",0
492,False,"{'a': 0.1, 'e': 0.7540000000000271}",25,12,-40.38686111910142,"{0: 9, 1: 1, 2: 1, 3: 2, 4: 0}",1
493,False,"{'a': 0.1, 'e': 0.7535000000000271}",20,6,-23.700699030012345,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
494,False,"{'a': 0.1, 'e': 0.7530000000000272}",25,11,-74.19272304964643,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 1}",1
495,False,"{'a': 0.1, 'e': 0.7525000000000273}",20,0,-19.9165060886662,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
496,False,"{'a': 0.1, 'e': 0.7520000000000273}",25,0,-80.95316883147045,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
497,False,"{'a': 0.1, 'e': 0.7515000000000274}",20,9,14.276165469540715,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.1, 'e': 0.7510000000000274}",20,0,-56.392399209236444,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
499,False,"{'a': 0.1, 'e': 0.7505000000000275}",30,0,-113.4841643835297,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
500,False,"{'a': 0.1, 'e': 0.7500000000000275}",20,0,-79.16131126136783,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
501,False,"{'a': 0.1, 'e': 0.7495000000000276}",20,0,-78.03881452076519,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
502,False,"{'a': 0.1, 'e': 0.7490000000000276}",25,0,-81.76434862790991,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
503,False,"{'a': 0.1, 'e': 0.7485000000000277}",25,8,-89.93006655628002,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 2}",1
504,False,"{'a': 0.1, 'e': 0.7480000000000278}",20,14,-0.2122748287409455,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
505,False,"{'a': 0.1, 'e': 0.7475000000000278}",30,9,-54.9266768659312,"{0: 13, 1: 3, 2: 4, 3: 1, 4: 0}",1
506,False,"{'a': 0.1, 'e': 0.7470000000000279}",20,0,-51.78949396850242,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
507,False,"{'a': 0.1, 'e': 0.7465000000000279}",35,0,-89.15167238540417,"{0: 26, 1: 2, 2: 5, 3: 1, 4: 1}",0
508,False,"{'a': 0.1, 'e': 0.746000000000028}",30,0,-33.97150579728215,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
509,False,"{'a': 0.1, 'e': 0.745500000000028}",20,1,-98.09119898169047,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 2}",1
510,False,"{'a': 0.1, 'e': 0.7450000000000281}",25,0,-101.42270353461087,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
511,False,"{'a': 0.1, 'e': 0.7445000000000281}",25,6,-43.41971834011904,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 1}",1
512,False,"{'a': 0.1, 'e': 0.7440000000000282}",20,0,-123.83889360575904,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
513,False,"{'a': 0.1, 'e': 0.7435000000000282}",20,6,-37.07327896202305,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
514,False,"{'a': 0.1, 'e': 0.7430000000000283}",30,4,-49.579313503685796,"{0: 18, 1: 2, 2: 6, 3: 0, 4: 0}",1
515,False,"{'a': 0.1, 'e': 0.7425000000000284}",25,0,-116.6493446132082,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
516,False,"{'a': 0.1, 'e': 0.7420000000000284}",30,8,-25.81539452011288,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 0}",1
517,False,"{'a': 0.1, 'e': 0.7415000000000285}",25,0,-75.44372875749369,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
518,False,"{'a': 0.1, 'e': 0.7410000000000285}",20,0,-59.700252404276966,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
519,False,"{'a': 0.1, 'e': 0.7405000000000286}",35,20,-20.374740515407126,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 0}",1
520,False,"{'a': 0.1, 'e': 0.7400000000000286}",25,0,-78.00788120974559,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
521,False,"{'a': 0.1, 'e': 0.7395000000000287}",30,0,-147.14352324417206,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
522,False,"{'a': 0.1, 'e': 0.7390000000000287}",30,14,-49.39413567624143,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
523,False,"{'a': 0.1, 'e': 0.7385000000000288}",20,0,-122.2468253457132,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
524,False,"{'a': 0.1, 'e': 0.7380000000000289}",20,0,-30.168178339449113,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
525,False,"{'a': 0.1, 'e': 0.7375000000000289}",20,11,-90.5337635004378,"{0: 4, 1: 2, 2: 1, 3: 0, 4: 2}",1
526,False,"{'a': 0.1, 'e': 0.737000000000029}",25,19,-29.03555611399588,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
527,False,"{'a': 0.1, 'e': 0.736500000000029}",20,13,-39.77984307116625,"{0: 4, 1: 1, 2: 0, 3: 2, 4: 0}",1
528,False,"{'a': 0.1, 'e': 0.7360000000000291}",20,0,-90.60572900104479,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
529,False,"{'a': 0.1, 'e': 0.7355000000000291}",25,0,-44.89389474599554,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
530,False,"{'a': 0.1, 'e': 0.7350000000000292}",20,0,-20.86256103087632,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
531,False,"{'a': 0.1, 'e': 0.7345000000000292}",30,1,-39.35029823657532,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 1}",1
532,False,"{'a': 0.1, 'e': 0.7340000000000293}",25,8,-109.91343455961974,"{0: 12, 1: 0, 2: 1, 3: 2, 4: 2}",1
533,False,"{'a': 0.1, 'e': 0.7335000000000294}",25,10,-48.51831134595391,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
534,False,"{'a': 0.1, 'e': 0.7330000000000294}",25,0,-113.99489803945006,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
535,False,"{'a': 0.1, 'e': 0.7325000000000295}",25,0,-111.80297233320353,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
536,False,"{'a': 0.1, 'e': 0.7320000000000295}",30,0,-126.23222386294428,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
537,False,"{'a': 0.1, 'e': 0.7315000000000296}",25,2,-51.51693093925579,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 0}",1
538,False,"{'a': 0.1, 'e': 0.7310000000000296}",35,0,-198.7881132844518,"{0: 24, 1: 3, 2: 2, 3: 2, 4: 4}",0
539,False,"{'a': 0.1, 'e': 0.7305000000000297}",35,0,-130.45313857490632,"{0: 25, 1: 5, 2: 2, 3: 0, 4: 3}",0
540,False,"{'a': 0.1, 'e': 0.7300000000000297}",20,0,-114.60074100369143,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
541,False,"{'a': 0.1, 'e': 0.7295000000000298}",20,10,-49.56494478582659,"{0: 4, 1: 3, 2: 2, 3: 1, 4: 0}",1
542,False,"{'a': 0.1, 'e': 0.7290000000000298}",25,0,-116.21204431825832,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
543,False,"{'a': 0.1, 'e': 0.7285000000000299}",25,0,-29.61381590749934,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
544,False,"{'a': 0.1, 'e': 0.72800000000003}",25,5,-10.60171153133359,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
545,False,"{'a': 0.1, 'e': 0.72750000000003}",20,0,-61.43589044729434,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
546,False,"{'a': 0.1, 'e': 0.7270000000000301}",35,11,-103.22524671191563,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 2}",1
547,False,"{'a': 0.1, 'e': 0.7265000000000301}",20,1,-45.1876103185163,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 1}",1
548,False,"{'a': 0.1, 'e': 0.7260000000000302}",20,0,-53.34847621858682,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
549,False,"{'a': 0.1, 'e': 0.7255000000000302}",20,3,-50.209919016298336,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
550,False,"{'a': 0.1, 'e': 0.7250000000000303}",30,4,-120.43976138833904,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 2}",1
551,False,"{'a': 0.1, 'e': 0.7245000000000303}",20,0,-11.557494529335958,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
552,False,"{'a': 0.1, 'e': 0.7240000000000304}",20,0,-44.84826035251061,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
553,False,"{'a': 0.1, 'e': 0.7235000000000305}",20,0,-88.50992875713561,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
554,False,"{'a': 0.1, 'e': 0.7230000000000305}",20,9,1.126321969188324,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.1, 'e': 0.7225000000000306}",20,8,-6.939882906985663,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
556,False,"{'a': 0.1, 'e': 0.7220000000000306}",30,0,-109.88092661288076,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
557,False,"{'a': 0.1, 'e': 0.7215000000000307}",25,0,-158.1726524328031,"{0: 17, 1: 1, 2: 2, 3: 2, 4: 3}",0
558,False,"{'a': 0.1, 'e': 0.7210000000000307}",25,0,-67.50001823384791,"{0: 18, 1: 0, 2: 5, 3: 2, 4: 0}",0
559,False,"{'a': 0.1, 'e': 0.7205000000000308}",25,5,-49.83656436414134,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
560,False,"{'a': 0.1, 'e': 0.7200000000000308}",20,14,-1.7048806804848309,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
561,False,"{'a': 0.1, 'e': 0.7195000000000309}",20,3,-61.14075900107499,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
562,False,"{'a': 0.1, 'e': 0.719000000000031}",20,0,-27.763255131965924,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
563,False,"{'a': 0.1, 'e': 0.718500000000031}",20,6,-36.897355358119576,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 0}",1
564,False,"{'a': 0.1, 'e': 0.7180000000000311}",30,0,-31.006844776236566,"{0: 23, 1: 3, 2: 3, 3: 1, 4: 0}",0
565,False,"{'a': 0.1, 'e': 0.7175000000000311}",20,8,-15.606272044194506,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
566,False,"{'a': 0.1, 'e': 0.7170000000000312}",20,0,-58.85737936437953,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
567,False,"{'a': 0.1, 'e': 0.7165000000000312}",20,4,-94.45968194550107,"{0: 9, 1: 1, 2: 4, 3: 1, 4: 1}",1
568,False,"{'a': 0.1, 'e': 0.7160000000000313}",20,7,-52.3953839012048,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 1}",1
569,False,"{'a': 0.1, 'e': 0.7155000000000313}",25,0,-91.02595436529757,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
570,False,"{'a': 0.1, 'e': 0.7150000000000314}",25,0,-55.20761413462882,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
571,False,"{'a': 0.1, 'e': 0.7145000000000314}",20,3,-190.4568995873744,"{0: 10, 1: 1, 2: 0, 3: 2, 4: 4}",1
572,False,"{'a': 0.1, 'e': 0.7140000000000315}",25,0,-110.84199075598838,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
573,False,"{'a': 0.1, 'e': 0.7135000000000316}",25,14,-35.03241666100502,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 1}",1
574,False,"{'a': 0.1, 'e': 0.7130000000000316}",20,0,-128.6700391504209,"{0: 10, 1: 3, 2: 3, 3: 3, 4: 1}",0
575,False,"{'a': 0.1, 'e': 0.7125000000000317}",20,11,-20.21388155030136,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
576,False,"{'a': 0.1, 'e': 0.7120000000000317}",30,0,-63.686539284225205,"{0: 21, 1: 1, 2: 8, 3: 0, 4: 0}",0
577,False,"{'a': 0.1, 'e': 0.7115000000000318}",20,15,2.756084482322081,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.1, 'e': 0.7110000000000318}",25,10,-30.904324330671134,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
579,False,"{'a': 0.1, 'e': 0.7105000000000319}",25,0,-57.65684062297385,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 1}",0
580,False,"{'a': 0.1, 'e': 0.7100000000000319}",25,16,-28.403184631861432,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 0}",1
581,False,"{'a': 0.1, 'e': 0.709500000000032}",25,0,-142.88543573439622,"{0: 17, 1: 0, 2: 4, 3: 2, 4: 2}",0
582,False,"{'a': 0.1, 'e': 0.709000000000032}",25,0,-72.72650097540198,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
583,False,"{'a': 0.1, 'e': 0.7085000000000321}",20,0,-40.079032025698766,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
584,False,"{'a': 0.1, 'e': 0.7080000000000322}",35,13,-92.34621292431119,"{0: 14, 1: 0, 2: 6, 3: 1, 4: 1}",1
585,False,"{'a': 0.1, 'e': 0.7075000000000322}",35,0,-86.2011400767818,"{0: 26, 1: 1, 2: 7, 3: 0, 4: 1}",0
586,False,"{'a': 0.1, 'e': 0.7070000000000323}",20,0,-46.01424767980514,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
587,False,"{'a': 0.1, 'e': 0.7065000000000323}",20,0,-46.591056444799534,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
588,False,"{'a': 0.1, 'e': 0.7060000000000324}",20,0,-33.69050272705445,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
589,False,"{'a': 0.1, 'e': 0.7055000000000324}",20,7,6.981933973336793,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
590,False,"{'a': 0.1, 'e': 0.7050000000000325}",20,0,-97.76061601013201,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
591,False,"{'a': 0.1, 'e': 0.7045000000000325}",25,5,-94.01412745944931,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",1
592,False,"{'a': 0.1, 'e': 0.7040000000000326}",30,12,12.998619144725637,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
593,False,"{'a': 0.1, 'e': 0.7035000000000327}",25,14,-5.710763650891804,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
594,False,"{'a': 0.1, 'e': 0.7030000000000327}",30,8,-105.41465106578495,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 2}",1
595,False,"{'a': 0.1, 'e': 0.7025000000000328}",30,8,-0.6802139989104914,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 0}",1
596,False,"{'a': 0.1, 'e': 0.7020000000000328}",30,21,-6.3818866395770035,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
597,False,"{'a': 0.1, 'e': 0.7015000000000329}",20,0,-51.81887933834609,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
598,False,"{'a': 0.1, 'e': 0.7010000000000329}",20,0,-39.12838263896553,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
599,False,"{'a': 0.1, 'e': 0.700500000000033}",25,13,-30.093027519170768,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
600,False,"{'a': 0.1, 'e': 0.700000000000033}",20,0,-75.5531878182578,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
601,False,"{'a': 0.1, 'e': 0.6995000000000331}",20,0,-65.902390923711,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",1
602,False,"{'a': 0.1, 'e': 0.6990000000000332}",20,8,-63.451581826655755,"{0: 9, 1: 0, 2: 0, 3: 2, 4: 1}",1
603,False,"{'a': 0.1, 'e': 0.6985000000000332}",20,9,-45.800712109272986,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
604,False,"{'a': 0.1, 'e': 0.6980000000000333}",25,0,-22.031871466855588,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
605,False,"{'a': 0.1, 'e': 0.6975000000000333}",25,13,-31.034215985164582,"{0: 9, 1: 1, 2: 0, 3: 2, 4: 0}",1
606,False,"{'a': 0.1, 'e': 0.6970000000000334}",20,5,-97.70011686643306,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 2}",1
607,False,"{'a': 0.1, 'e': 0.6965000000000334}",25,0,-65.6586595033943,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
608,False,"{'a': 0.1, 'e': 0.6960000000000335}",20,0,-36.642620111131144,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",1
609,False,"{'a': 0.1, 'e': 0.6955000000000335}",30,0,-14.761076629334672,"{0: 24, 1: 3, 2: 3, 3: 0, 4: 0}",0
610,False,"{'a': 0.1, 'e': 0.6950000000000336}",35,0,-67.22085494621966,"{0: 29, 1: 1, 2: 2, 3: 2, 4: 1}",0
611,False,"{'a': 0.1, 'e': 0.6945000000000336}",25,0,-30.401329197071334,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
612,False,"{'a': 0.1, 'e': 0.6940000000000337}",30,10,-34.478714451974525,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
613,False,"{'a': 0.1, 'e': 0.6935000000000338}",20,10,-2.0433995980544055,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
614,False,"{'a': 0.1, 'e': 0.6930000000000338}",25,0,-130.40346939951453,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
615,False,"{'a': 0.1, 'e': 0.6925000000000339}",20,0,-77.5202079308007,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",1
616,False,"{'a': 0.1, 'e': 0.6920000000000339}",20,12,5.742155171512305,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
617,False,"{'a': 0.1, 'e': 0.691500000000034}",20,0,-34.82268835776506,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
618,False,"{'a': 0.1, 'e': 0.691000000000034}",20,0,-30.04252776811845,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
619,False,"{'a': 0.1, 'e': 0.6905000000000341}",20,6,-44.07198093697762,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
620,False,"{'a': 0.1, 'e': 0.6900000000000341}",20,0,-123.36011650507949,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
621,False,"{'a': 0.1, 'e': 0.6895000000000342}",20,0,-115.30096910377864,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
622,False,"{'a': 0.1, 'e': 0.6890000000000343}",30,1,12.564884023813871,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 0}",1
623,False,"{'a': 0.1, 'e': 0.6885000000000343}",30,0,-102.98669450838194,"{0: 21, 1: 2, 2: 4, 3: 2, 4: 1}",0
624,False,"{'a': 0.1, 'e': 0.6880000000000344}",35,0,-91.75858845787823,"{0: 27, 1: 2, 2: 4, 3: 0, 4: 2}",0
625,False,"{'a': 0.1, 'e': 0.6875000000000344}",25,0,-36.58966030279701,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
626,False,"{'a': 0.1, 'e': 0.6870000000000345}",30,0,-80.1133872397422,"{0: 18, 1: 6, 2: 5, 3: 1, 4: 0}",0
627,False,"{'a': 0.1, 'e': 0.6865000000000345}",25,5,-86.63345404373548,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",1
628,False,"{'a': 0.1, 'e': 0.6860000000000346}",20,0,-84.45544355452971,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
629,False,"{'a': 0.1, 'e': 0.6855000000000346}",25,2,-19.45876808025523,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
